bgmello/neural-networks-feature-engineering-for-the-win, neural networks + feature engineering for the win, Bruno Gorresen Mello, 2019-10-29 18:38:23, 508,3
annavictoria/ml-friendly-public-datasets,ML-friendly Public Datasets, Anna Montoya, 2018-05-18 20:39:59, 504,3
headsortails/pytanic,Pytanic, Heads or Tails, 2018-09-04 22:00:43, 504,3
dansbecker/learning-materials-on-kaggle, Learning Materials on Kaggle,DanB, 2018-02-27 13:58:38, 503,3
stkbailey/teaching-notebook-for-total-imaging-newbies, Teaching notebook for total imaging newbies, Stephen Bailey, 2018-02-01 21:40:10, 501,3
niharika41298/netflix-visualizations-recommendation-eda, 🔴Netflix Visualizations, Recommendation, EDA🍿, Niharika Pandit,2021-02-25 06:29:41, 497,3
shahules/tackling-class-imbalance, Tackling,Class imbalance, Shahules, 2019-07-19 16:07:57, 497,3
sudalairajkumar/simple-exploration-notebook-mercedes,Simple Exploration Notebook - Mercedes,SRK,2017-06-03 13:29:40, 496,3
abhinand05/covid-19-digging-a-bit-deeper,COVID-19: Digging a Bit Deeper,Abhinand, 2020-03-24 13:09:57, 495,3
marcovasquez/basic-eda-data-visualization, Basic EDA +,Data Visualization 🧠, Marco Vasquez E,2019-09-28 21:26:16, 495,3
julian3833/1-quick-start-read-csv-and-flatten-json-fields, 1 - Quick start: read csv and flatten json fields, dataista0 (Julián Peller),2018-09-14 18:44:48, 494,3
robikscube/2019-data-science-bowl-an-introduction, 🚸 2019 Data Science Bowl - An Introduction,Rob Mulla,2019-10-26 04:05:00, 493,3
cdeotte/one-feature-model-0-930, One Feature Model - [0.930], Chris Deotte, 2020-03-04 18:02:52, 492,3
hocop1/centernet-baseline, CenterNet Baseline,Ruslan Baynazarov,2019-11-18 07:20:50, 492,3
pedrodematos/titanic-a-complete-approach-for-data-scientists,Titanic: A complete approach for Data Scientists,Pedro Gonçalves,2021-06-01 16:16:47, 491,3
aakashnain/beating-everything-with-depthwise-convolution,Beating everything with Depthwise Convolution, NAIN, 2018-06-12 18:17:37, 491,3
anshuls235/time-series-forecasting-eda-fe-modelling, Time Series Forecasting-EDA, FE & Modelling📈,Anshul Sharma,2020-09-19 05:16:58, 490,3
qitvision/a-complete-ml-pipeline-fast-ai,A complete ML pipeline (Fast.ai),Joni Juvonen, 2019-03-06 09:29:35, 490,3
randylaosat/predicting-employee-kernelover,Predicting Employee Kernelover,randy lao,2018-01-05 03:42:27, 490,3
marsggbo/kaggle, 房价预测kaggle入门项目,marsggbo, 2017-08-01 03:14:41, 490,3
parulpandey/useful-python-libraries-for-data-science,Useful Python libraries for Data Science,Parul Pandey, 2020-04-25 06:22:19, 483,3
martinpiotte/whale-recognition-model-with-score-0-78563, Whale Recognition Model with score 0.78563,Martin Piotte,2018-07-25 15:10:28, 483,3
fizzbuzz/beginner-s-guide-to-capsule-networks, Beginner's Guide to Capsule Networks,Zafar,2018-03-30 00:46:52, 483,3
kaushal2896/bengali-graphemes-starter-eda-multi-output-cnn,Bengali Graphemes: Starter EDA+ Multi Output CNN,Kaushal Shah, 2020-01-22 08:10:23, 479,3
dansbecker/building-models-from-convolutions,Building Models From Convolutions, DanB, 2020-10-15 15:38:20, 479,3
arnavkj95/candidate-generation-and-luna16-preprocessing, Candidate Generation and LUNA16 preprocessing, ArnavJain,2017-04-11 15:58:41, 479,3
vbmokin/nlp-eda-bag-of-words-tf-idf-glove-bert,NLP - EDA, Bag of Words, TF IDF, GloVe, BERT,Vitalii Mokin,2021-08-07 21:19:19, 477,3
tanlikesmath/intro-aptos-diabetic-retinopathy-eda-starter, Intro APTOS Diabetic Retinopathy (EDA & Starter),ilovescience, 2019-07-03 19:01:07, 473,3
raddar/target-true-meaning-revealed, target - true meaning revealed!, raddar, 2019-02-11 00:08:10, 473,3
dgunning/cord-research-engine-search-and-similarity, CORD Research Engine - Search and Similarity,DwightGunning,2020-05-15 23:57:50, 472,3
andradaolteanu/pulmonary-fibrosis-competition-eda-dicom-prep,🩺Pulmonary Fibrosis Competition: EDA & DICOM Prep, Andrada Olteanu,2020-08-17 17:39:36, 469,3
zahaviguy/what-are-lung-opacities, What are lung opacities?,Guy Zahavi, 2018-09-15 09:13:50, 468,3
cdeotte/200-magical-models-santander-0-920,200 Magical Models - Santander - [0.920],Chris Deotte, 2019-04-11 21:20:42, 467,3
alexisbcook/creating-your-own-notebooks, Creating Your Own Notebooks, Alexis Cook,2021-11-09 00:05:34, 467,3
sudalairajkumar/simple-exploration-notebook-elo, Simple Exploration Notebook - Elo, SRK,2018-11-28 05:18:25, 467,3
dansbecker/transfer-learning,Transfer Learning, DanB, 2020-10-15 15:44:52, 466,3
kashnitsky/vowpal-wabbit-tutorial-blazingly-fast-learning, Vowpal Wabbit tutorial: blazingly fast learning, Yury Kashnitsky,2020-04-26 12:21:56, 466,3
bigironsphere/loss-function-library-keras-pytorch, Loss Function Library - Keras & PyTorch, RNA,2021-07-18 15:55:23, 465,3
gaborfodor/from-eda-to-the-top-lb-0-367, From EDA to the Top (LB 0.367),beluga, 2017-09-17 12:08:35, 464,3
dansbecker/data-leakage, Data Leakage,DanB, 2018-01-22 00:44:20, 463,3
sudalairajkumar/simple-exploration-notebook-2-connect, Simple Exploration Notebook - 2σ Connect,SRK,2017-02-10 03:04:05, 463,3
jpmiller/creating-a-good-analytics-report, Creating a Good Analytics Report,JohnM,2020-11-17 20:08:28, 461,3
paoloripamonti/twitter-sentiment-analysis, Twitter Sentiment Analysis,Paolo Ripamonti,2019-01-02 14:40:45, 460,3
rtatman/sql-scavenger-hunt-handbook, SQL Scavenger Hunt Handbook, Rachael Tatman, 2018-02-21 00:54:05, 460,3
mjbahmani/santander-ml-explainability, Santander ML Explainability, MJ Bahmani, 2019-03-10 16:50:47, 457,3
cdeotte/part-2-rapids-tfidfvectorizer-cv-0-700,[PART 2] - RAPIDS TfidfVectorizer - [CV 0.700],Chris Deotte, 2021-03-11 01:43:21, 456,3
alexisbcook/intro-to-automl, Intro to AutoML, Alexis Cook,2021-11-09 00:01:59, 454,3
yuliagm/talkingdata-eda-plus-time-patterns,TalkingData EDA plus time patterns,yulia,2018-03-08 13:33:34, 454,3
gspmoreira/recommender-systems-in-python-101,Recommender Systems in Python 101, Gabriel Moreira,2019-12-08 21:57:09, 454,3
karnikakapoor/customer-segmentation-clustering,Customer Segmentation: Clustering 🛍️🛒🛒,Karnika Kapoor, 2021-10-08 04:14:25, 453,3
parulpandey/a-guide-to-handling-missing-values-in-python,A Guide to Handling Missing values in Python,Parul Pandey, 2020-07-11 10:41:36, 452,3
alexisbcook/introduction,Introduction,Alexis Cook,2021-11-09 00:07:13, 450,3
lava18/all-that-you-need-to-know-about-the-android-market, All that you need to know about the Android market,Lavanya,2018-09-19 01:21:00, 450,3
andreshg/timeseries-analysis-a-complete-guide, TimeSeries Analysis 📈A Complete Guide 📚, AndresHG, 2021-03-06 00:21:59, 449,3
jesperdramsch/intro-chest-xray-dicom-viz-u-nets-full-data, Intro - chest xray, DICOM, viz, U-nets - full data,Jesper Sören Dramsch, 2019-06-25 21:38:18, 449,3
dgawlik/house-prices-eda,House Prices EDA,Dominik Gawlik, 2017-02-20 10:51:47, 448,3
devm2024/keras-model-for-beginners-0-210-on-lb-eda-r-d,Keras Model for Beginners (0.210 on LB)+EDA+R&D, SKS,2017-11-14 06:58:14, 447,3
arsenynerinovsky/cellular-automata-as-a-language-for-reasoning,Cellular Automata as a Language for Reasoning, arseny-n, 2020-02-19 07:54:30, 445,3
mnassrib/titanic-logistic-regression-with-python,Titanic: logistic regression with python,Baligh Mnassri, 2020-01-07 13:15:37, 445,3
laowingkin/netflix-movie-recommendation, Netflix - Movie recommendation,DLao, 2020-09-03 14:22:01, 443,3
braquino/5-fold-lstm-attention-fully-commented-0-694,5-fold LSTM Attention (fully commented) [0.694], Bruno Aquino, 2019-01-26 21:41:49, 441,3
hely333/eda-regression,EDA + Regression,Dandelion,2018-10-10 21:09:10, 441,3
erikbruin/data-science-bowl-2019-eda-and-baseline, Data Science Bowl 2019 EDA and Baseline, Erik Bruin, 2019-12-15 09:49:54, 440,3
kabure/exploring-the-consumer-patterns-ml-pipeline,Exploring the Consumer Patterns + ML Pipeline, Leonardo Ferreira,2018-11-05 12:41:52, 439,3
prashant111/a-guide-on-xgboost-hyperparameters-tuning, A Guide on XGBoost hyperparameters tuning, Prashant Banerjee,2020-07-15 14:21:23, 438,3
elenapetrova/time-series-analysis-and-forecasts-with-prophet, Time Series Analysis and Forecasts with Prophet,Elena,2017-07-19 11:33:33, 436,3
artgor/eda-feature-engineering-and-model-interpretation, EDA, Feature Engineering and model interpretation, Andrew Lukyanenko,2019-05-06 09:44:00, 435,3
residentmario/welcome-to-data-visualization, Welcome to data visualization, Aleksey Bilogur,2018-01-23 20:24:14, 434,3
bminixhofer/how-bestpetting-cheated, How Bestpetting cheated, Benjamin Minixhofer,2020-01-11 14:43:51, 432,3
nroman/melanoma-pytorch-starter-efficientnet,Melanoma. Pytorch starter. EfficientNet, Roman,2020-08-04 20:37:41, 431,3
pierremegret/gensim-word2vec-tutorial, Gensim Word2Vec Tutorial,Pierre Megret,2018-10-21 01:14:06, 430,3
ruchi798/commonlit-readability-prize-eda-baseline, CommonLit Readability Prize: EDA + Baseline, Ruchi Bhatia, 2021-05-11 19:12:19, 428,3
jesucristo/fraud-complete-eda, Fraud complete EDA,Nanashi,2019-07-18 07:27:34, 428,3
iafoss/image-preprocessing-128x128,Image preprocessing (128x128), Iafoss, 2019-12-23 18:22:20, 426,3
nroman/eda-for-ashrae, EDA for ASHRAE,Roman,2019-10-30 14:58:38, 426,3
kabure/predicting-credit-risk-model-pipeline,Predicting Credit Risk - Model Pipeline, Leonardo Ferreira,2018-11-03 12:58:18, 426,3
rtatman/datasets-for-regression-analysis,Datasets for regression analysis,Rachael Tatman, 2017-12-01 21:54:36, 426,3
chauhuynh/my-first-kernel-3-699, My first kernel (3.699), Chau Huynh, 2018-12-07 03:24:55, 425,3
willkoehrsen/intro-to-model-tuning-grid-and-random-search, Intro to Model Tuning: Grid and Random Search, Will Koehrsen,2018-07-17 14:03:18, 425,3
abhishek/pytorch-inference-kernel-lazy-tta,pytorch inference kernel + lazy TTA, Abhishek Thakur,2019-06-30 14:20:57, 423,3
dimarudov/data-analysis-using-sql, Data Analysis using SQL, Dima Rudov, 2018-05-14 03:39:16, 423,3
sudalairajkumar/simple-exploration-baseline-santander-value, Simple Exploration + Baseline - Santander Value, SRK,2018-06-21 05:17:23, 422,3
namanj27/new-baseline-pytorch-moa, [New Baseline] Pytorch | MoA,Naman Jaswani,2020-09-18 04:03:23, 421,3
nvnnghia/yolov5-pseudo-labeling,YoloV5 Pseudo Labeling,nvnn,2020-06-28 07:27:32, 421,4
akensert/quest-bert-base-tf2-0, [QUEST] Bert-base TF2.0, akensert,2020-07-26 17:26:19, 421,4
shivamb/how-autoencoders-work-intro-and-usecases, How Autoencoders Work: Intro and UseCases, Shivam Bansal, 2018-09-21 03:02:22, 421,4
mauriciofigueiredo/mlp-simples-com-keras-para-iniciantes, MLP simples com Keras para Iniciantes, Maurício Figueiredo, 2021-02-15 13:35:01, 418,4
lisphilar/covid-19-data-with-sir-model, COVID-19 data with SIR model,Lisphilar, 2022-02-05 09:00:40, 418,4
shujian/single-rnn-with-4-folds-clr,Single RNN with 4 folds (CLR), Shujian Liu, 2018-11-25 01:20:34, 418,4
dimitreoliveira/model-stacking-feature-engineering-and-eda, Model stacking, feature engineering and EDA, DimitreOliveira, 2018-12-01 19:57:21, 418,4
cdeotte/xgb-fraud-with-magic-0-9600,XGB Fraud with Magic - [0.9600], Chris Deotte,2020-02-01 23:12:38, 417,4
dansbecker/partial-plots, Partial Plots, DanB,2021-11-09 00:04:30, 415,4
kanncaa1/recommendation-systems-tutorial, Recommendation Systems Tutorial, DATAI, 2018-07-24 14:38:51, 415,4
hamditarek/market-prediction-xgboost-with-gpu-fit-in-1min,Market Prediction: XGBoost with GPU (Fit in 1min), Tarek Hamdi, 2021-01-18 20:49:53, 413,4
bertcarremans/data-preparation-exploration, Data Preparation & Exploration,Bert Carremans,2017-10-29 14:08:38, 413,4
brendan45774/titanic-top-solution,Titanic Top Solution,Brenda N,2021-09-01 16:03:11, 412,4
neelkudu28/covid-19-visualizations-predictions-forecasting, COVID-19 Visualizations, Predictions, Forecasting, Neel Kudu, 2020-09-05 15:03:04, 412,4
rohitsingh9990/panda-eda-better-visualization-simple-baseline,PANDA - EDA + Better Visualization+Simple Baseline,Rohit Singh, 2020-04-27 04:38:00, 411,4
khyeh0719/pytorch-efficientnet-baseline-train-amp-aug,Pytorch Efficientnet Baseline [Train] AMP+Aug, Kun Hao Yeh, 2020-11-23 13:32:36, 410,4
colinmorris/functions-and-getting-help-daily, Functions and Getting Help Daily,ColinMorris, 2019-06-24 18:16:09, 410,4
remekkinas/yolox-training-pipeline-cots-dataset-lb-0-507, YoloX training pipeline COTS dataset [LB 0.507] !!,Remek Kinas, 2021-12-02 11:42:35, 409,4
datafan07/analysis-of-melanoma-metadata-and-effnet-ensemble,Analysis of Melanoma Metadata and EffNet Ensemble, Ertuğrul Demir,2020-08-07 01:07:22, 408,4
alexisbcook/scatter-plots,Scatter Plots, Alexis Cook, 2021-11-09 00:04:54, 408,4
dansbecker/running-kaggle-kernels-with-a-gpu, Running Kaggle Kernels with a GPU, DanB,2018-05-11 21:16:03, 408,4
isaienkov/riiid-answer-correctness-prediction-eda-modeling, Riiid! Answer Correctness Prediction EDA. Modeling,Kostiantyn Isaienkov,2020-12-05 02:34:32, 407,4
alexisbcook/cross-validation, Cross-Validation,Alexis Cook, 2021-11-09 00:06:31, 407,4
sudalairajkumar/simple-exploration-baseline-notebook-avito, Simple Exploration + Baseline Notebook - Avito,SRK, 2018-04-27 12:54:58, 406,4
poonaml/titanic-survival-prediction-end-to-end-ml-pipeline, Titanic Survival Prediction End to End ML Pipeline,Poonam Ligade, 2017-05-02 17:16:38, 405,4
pavansanagapati/knowledge-graph-nlp-tutorial-bert-spacy-nltk, Knowledge Graph & NLP Tutorial-(BERT,spaCy,NLTK),Pavan Sanagapati,2020-09-08 14:40:39, 404,4
abhishek/roberta-inference-5-folds, roberta inference 5 folds, Abhishek Thakur, 2020-04-16 18:45:37, 403,4
phalanx/train-swin-t-pytorch-lightning, train Swin_T[pytorch lightning], phalanx, 2021-09-30 04:07:10, 402,4
xhlulu/jigsaw-tpu-xlm-roberta,Jigsaw TPU: XLM-Roberta, xhlulu,2020-04-01 00:46:44, 402,4
anokas/data-exploration-analysis, Data Exploration & Analysis, anokas,2017-04-21 18:30:17, 402,4
rohanrao/ashrae-half-and-half,ASHRAE: Half and Half, Vopani,2019-11-08 20:05:02, 400,4
bminixhofer/simple-lstm-pytorch-version,Simple LSTM - PyTorch version, Benjamin Minixhofer, 2019-04-20 15:00:50, 400,4
cdeotte/tensorflow-longformer-ner-cv-0-633, TensorFlow - LongFormer - NER - [CV 0.633],Chris Deotte,2021-12-27 16:20:51, 398,4
xhlulu/cord-19-eda-parse-json-and-generate-clean-csv, CORD-19: EDA, parse JSON and generate clean CSV🧹,xhlulu,2020-04-15 16:37:39, 398,4
hidehisaarai1213/inference-pytorch-birdcall-resnet-baseline,[inference, PyTorch] Birdcall ResNet Baseline, Hidehisa Arai, 2020-06-22 16:02:37, 397,4
michau96/covid-19-continents-in-relation-to-time, COVID-19: Continents in relation to time 💉,Michal Bogacz, 2021-06-26 14:16:06, 397,4
sohier/tutorial-accessing-data-with-pandas, Tutorial: Accessing Data with Pandas,Sohier Dane, 2018-01-22 23:58:39, 397,4
cdeotte/tensorflow-roberta-0-705, TensorFlow roBERTa - [0.705],Chris Deotte,2020-04-14 02:57:55, 395,4
alexisbcook/getting-started-with-30-days-of-ml-competition, Getting Started with 30 Days of ML Competition,Alexis Cook, 2021-07-13 18:47:53, 394,4
dansbecker/use-cases-for-model-insights,Use Cases for Model Insights,DanB,2021-11-09 00:04:23, 394,4
parulpandey/geek-girls-rising-myth-or-reality,Geek Girls Rising : Myth or Reality!,Parul Pandey,2019-12-02 06:35:51, 392,4
robikscube/ieee-fraud-detection-first-look-and-eda, 🕵️ IEEE Fraud Detection - First Look and EDA,Rob Mulla, 2019-07-17 01:32:22, 391,4
niklasdonges/end-to-end-project-with-python,End to End Project with Python,Niklas Donges, 2019-02-17 12:06:23, 391,4
baghern/a-deep-dive-into-sklearn-pipelines, A Deep Dive Into Sklearn Pipelines,dbaghern,2017-10-30 20:25:44, 389,4
ihelon/cassava-leaf-disease-exploratory-data-analysis,Cassava Leaf Disease - Exploratory Data Analysis,Yaroslav Isaienkov,2020-11-28 21:48:41, 388,4
titericz/the-property-by-giba,The Property by Giba,Giba,2018-07-17 23:15:39, 388,4
phoenigs/u-net-dropout-augmentation-stratification, U-net, dropout, augmentation, stratification,Peter Hönigschmid, 2018-08-01 07:35:57, 387,4
imoore/titanic-the-only-notebook-you-need-to-see, Titanic - The Only Notebook You Need To See, Moore, 2021-06-29 07:02:43, 386,4
mgornergoogle/getting-started-with-100-flowers-on-tpu,Getting started with 100+ flowers on TPU,Martin Görner, 2021-02-01 21:32:19, 386,4
yuval6967/toxic-bert-plain-vanila,Toxic,BERT plain vanila,yuval reina, 2019-05-30 10:34:10, 386,4
wesamelshamy/trackml-problem-explanation-and-data-exploration,TrackML Problem Explanation and Data Exploration,Wesam Elshamy, 2018-06-09 20:42:39, 386,4
ragnar123/very-fst-model, Very fst Model,Martin Kovacevic Buvinic,2020-03-06 23:15:53, 384,4
rtatman/welcome-to-data-science-in-r, Welcome to Data Science in R,Rachael Tatman,2018-04-11 21:56:06, 383,4
tommy1028/lightgbm-starter-with-feature-engineering-idea, LightGBM starter with feature engineering idea,A.Sato,2021-07-17 12:10:06, 382,4
goyalshalini93/car-price-prediction-linear-regression-rfe,Car Price Prediction (Linear Regression - RFE),Shalini Goyal, 2019-04-26 09:01:04, 381,4
shivamb/in-depth-analysis-visualisations-avito, In-Depth Analysis & Visualisations - Avito,Shivam Bansal, 2018-05-07 05:19:32, 381,4
mrkmakr/covid-ae-pretrain-gnn-attn-cnn, [covid] AE pretrain + GNN + Attn + CNN,mrkmakr, 2020-09-26 17:50:51, 380,4
tarunpaparaju/titanic-competition-how-top-lb-got-their-score, Titanic Competition : How top LB got their score,Tarun Paparaju,2020-02-21 18:15:04, 380,4
nitishabharathi/the-story-of-covid-19-in-india-eda-and-prediction,The Story of COVID-19 in India EDA and Prediction, Nitisha, 2020-05-16 04:32:27, 379,4
cdeotte/rotation-augmentation-gpu-tpu-0-96, Rotation Augmentation GPU/TPU - [0.96+], Chris Deotte,2020-06-19 01:13:19, 379,4
dimitreoliveira/deep-learning-for-time-series-forecasting,Deep Learning for Time Series Forecasting, DimitreOliveira, 2019-01-08 19:59:41, 379,4
arindamgot/eda-prophet-mlp-neural-network-forecasting,EDA+Prophet+ MLP Neural Network Forecasting, Arindam, 2018-09-22 09:32:35, 379,4
fedi1996/covid-19-analysis-visualization-and-comparaisons,Covid-19- Analysis,Visualization and,Comparaisons,Fedi Ben Messaoud, 2021-07-11 20:56:35, 376,4
dansbecker/cross-validation,Cross-Validation,DanB,2018-01-22 00:42:53, 372,4
tanulsingh077/end-to-end-object-detection-with-transformers-detr, End to End Object Detection with Transformers:DETR,Mr_KnowNothing,2020-07-05 08:37:33, 371,4
dansbecker/learn-machine-learning,Learn Machine Learning,DanB,2018-04-04 12:21:16, 370,4
tanulsingh077/prostate-cancer-in-depth-understanding-eda-model, Prostate Cancer: In Depth Understanding,EDA ,Model,Mr_KnowNothing,2020-04-27 11:59:03, 369,4
dgomonov/data-exploration-on-nyc-airbnb,Data Exploration on NYC Airbnb,Dgomonov,2020-08-03 05:53:23, 369,4
aleksandradeis/globalwheatdetection-eda,GlobalWheatDetection EDA,Aleksandra Deis, 2020-05-26 05:58:56, 368,4
artgor/brute-force-feature-engineering, Brute force feature engineering, Andrew Lukyanenko, 2019-06-26 16:22:02, 368,4
residentmario/time-series-plotting-optional,Time-series plotting (Optional), Aleksey Bilogur, 2018-06-28 16:46:05, 368,4
willkoehrsen/automated-feature-engineering-basics,Automated Feature Engineering Basics,Will Koehrsen, 2018-06-17 00:21:22, 367,4
cdeotte/modified-naive-bayes-santander-0-899, Modified Naive Bayes - Santander - [0.899],Chris Deotte,2019-04-12 23:54:44, 366,4
shivamb/semi-supervised-classification-using-autoencoders,Semi Supervised Classification using AutoEncoders, Shivam Bansal, 2019-01-18 08:13:15, 366,4
sohier/competition-api-detailed-introduction, Competition API Detailed Introduction, Sohier Dane, 2020-10-16 21:05:53, 365,4
dansbecker/pipelines, Pipelines, DanB,2018-01-22 02:09:12, 365,4
mrisdal/gganimate,gganimate, Meg Risdal,2020-07-11 22:44:13, 364,4
xhlulu/severstal-simple-2-step-pipeline,Severstal: Simple 2-step pipeline, xhlulu,2019-08-07 00:41:26, 363,4
nanomathias/feature-engineering-importance-testing, Feature Engineering & Importance Testing,NanoMathias, 2018-04-16 11:07:45, 363,4
sbongo/do-pretrained-embeddings-give-you-the-extra-edge,Do Pretrained Embeddings Give You The Extra Edge?, Bongo, 2018-02-01 07:43:48, 363,4
yasufuminakama/moa-pytorch-nn-starter,MoA / PyTorch NN starter,Y.Nakama,2020-09-08 13:58:35, 360,4
alexisbcook/line-charts,Line Charts, Alexis Cook, 2021-11-09 00:05:03, 360,4
tanulsingh077/steganalysis-complete-understanding-and-model,Steganalysis : Complete Understanding and Model, Mr_KnowNothing,2020-05-02 19:26:26, 359,4
alexisbcook/bar-charts-and-heatmaps,Bar Charts and Heatmaps, Alexis Cook, 2021-11-09 00:04:59, 358,4
ash316/let-s-play-cricket,Let's Play Cricket,Ashwini Swain, 2018-06-11 08:47:49, 358,4
alexioslyon/lgbm-baseline,lgbm baseline, AlexiosLyon, 2021-08-26 12:23:01, 357,4
upadorprofzs/basic-visualization-techniques,Basic visualization techniques,Murilão, 2020-07-21 10:29:27, 357,4
artgor/seismic-data-eda-and-baseline, Seismic data EDA and baseline, Andrew Lukyanenko, 2019-04-10 19:27:19, 357,4
rajmehra03/flower-recognition-cnn-keras,Flower Recognition CNN Keras,Raj Mehrotra,2018-11-01 08:11:14, 357,4
arjunjoshua/predicting-fraud-in-financial-payment-services, Predicting Fraud in Financial Payment Services,Arjun Joshua,2018-01-21 10:42:31, 357,4
its7171/lgbm-with-loop-feature-engineering, LGBM with Loop Feature Engineering,tito,2020-11-07 07:59:34, 356,4
tarunpaparaju/ion-switching-competition-signal-eda, Ion Switching Competition : Signal EDA 🧪,Tarun Paparaju,2020-03-02 02:33:54, 355,4
prashansdixit/coleridge-initiative-eda-baseline-model,📝Coleridge Initiative-EDA📚 & Baseline Model🎯,Prashans Dixit,2021-04-27 02:47:15, 354,4
raddar/convert-dicom-to-np-array-the-correct-way, Convert dicom to np.array - the correct way, raddar,2020-12-30 19:54:56, 354,4
alexisbcook/distributions,Distributions, Alexis Cook, 2021-11-09 00:05:08, 354,4
jhoward/improved-lstm-baseline-glove-dropout, Improved LSTM baseline: GloVe + dropout, Jeremy Howard, 2018-01-28 00:45:39, 354,4
mhajabri/what-do-kagglers-say-about-data-science, What do Kagglers say about Data Science ?, Mhamed Jabri,2019-02-03 01:07:43, 354,4
thedrcat/hpa-single-cell-classification-eda,HPA Single Cell Classification EDA,Darek Kłeczek, 2021-02-24 04:50:32, 353,4
robikscube/kaggle-deepfake-detection-introduction,🙂🙃 Kaggle DeepFake Detection Introduction, Rob Mulla, 2019-12-22 13:50:28, 353,4
gaborfodor/dog-breed-pretrained-keras-models-lb-0-3,Dog Breed - Pretrained keras models(LB 0.3), beluga,2017-12-16 16:32:44, 353,4
rhtsingh/utilizing-transformer-representations-efficiently,Utilizing Transformer Representations Efficiently, torch, 2021-07-01 07:54:53, 351,5
dansbecker/shap-values,SHAP Values, DanB,2021-11-09 00:05:29, 351,5
gemartin/load-data-reduce-memory-usage,load data (reduce memory usage), Guillaume Martin,2018-05-20 01:41:08, 350,5
dansbecker/select-from-where,Select, From & Where,DanB,2021-11-09 00:03:44, 350,5
kabure/eda-feat-engineering-encode-conquer,EDA & Feat Engineering - Encode & Conquer, Leonardo Ferreira, 2019-09-04 00:36:57, 349,5
janiobachmann/bank-marketing-campaign-opening-a-term-deposit,Bank Marketing Campaign || Opening a Term Deposit, Janio Martinez Bachmann, 2019-03-16 20:32:03, 348,5
dansbecker/finding-your-files-in-kaggle-kernels, Finding Your Files in Kaggle Kernels,DanB,2021-02-03 17:57:23, 348,5
erikbruin/google-analytics-eda-lightgbm-screenshots, Google Analytics EDA + LightGBM + Screenshots, Erik Bruin,2018-10-11 09:34:28, 347,5
abhishek/distilbert-use-features-oof,DistilBERT + USE + Features + OOF, Abhishek Thakur, 2019-11-29 17:54:50, 346,5
iamleonie/intro-to-indoor-location-navigation, Intro to Indoor Location & Navigation, Leonie,2021-03-31 06:38:06, 345,5
tarunpaparaju/jigsaw-multilingual-toxicity-eda-models, Jigsaw Multilingual Toxicity : EDA + Models 🤬, Tarun Paparaju,2020-03-29 04:11:29, 345,5
gpreda/2019-data-science-bowl-eda, 2019 Data Science Bowl EDA,Gabriel Preda, 2019-12-20 07:44:46, 345,5
matleonard/baseline-model, Baseline Model,Mat Leonard, 2021-11-09 00:08:03, 345,5
olegtrott/the-perfect-score-script,The "Perfect Score" Script,Oleg Trott,2017-04-07 19:19:15, 345,5
upadorprofzs/eda-video-game-sales, 🎮 EDA - VIDEO GAME SALES,Murilão, 2020-07-21 11:19:39, 344,5
willkoehrsen/a-complete-introduction-and-walkthrough,A Complete Introduction and Walkthrough, Will Koehrsen, 2018-08-19 21:17:12, 344,5
inversion/run-length-decoding-quick-start, Run Length Decoding - Quick Start, inversion, 2018-07-30 17:45:35, 343,5
andresionek/geospatial-analysis-of-brazilian-e-commerce, Geospatial Analysis of Brazilian E-Commerce, Andre Sionek,2018-11-29 13:42:16, 342,5
dansbecker/partial-dependence-plots, Partial Dependence Plots,DanB,2018-01-22 00:39:40, 342,5
shivamb/spending-for-ms-in-data-science-worth-it,Spending $$$ for MS in Data Science -,Worth it ?, Shivam Bansal, 2019-12-02 15:05:45, 341,5
itoeiji/deep-reinforcement-learning-on-stock-data, Deep Reinforcement Learning on Stock Data, Gin04kg, 2018-02-20 10:58:03, 341,5
subinium/kaggle-2020-visualization-analysis, [Kaggle 2020] Visualization & Analysis,Subin An,2021-03-26 07:34:46, 340,5
pavansanagapati/14-simple-tips-to-save-ram-memory-for-1-gb-dataset,14 Simple Tips to save RAM memory for 1+GB dataset,Pavan Sanagapati,2020-09-03 15:48:17, 340,5
ekhtiar/resunet-a-baseline-on-tensorflow, ResUNet-a Baseline on TensorFlow, Ekhtiar Syed,2019-08-14 16:18:03, 340,5
abhishek/two-longformers-are-better-than-1,two longformers are better than 1, Abhishek Thakur, 2022-01-13 11:03:17, 339,5
cdeotte/rapids-cuml-tfidfvectorizer-and-knn, RAPIDS cuML TfidfVectorizer and KNN, Chris Deotte,2021-03-09 21:35:33, 338,5
gogo827jz/jane-street-neural-network-starter,Jane Street: Neural Network Starter, Yirun Zhang, 2020-12-24 17:37:47, 338,5
ajeffries/connectx-getting-started,ConnectX Getting Started,Adam,2020-05-06 23:03:01, 338,5
archaeocharlie/a-beginner-s-approach-to-classification,A Beginner's Approach to Classification, Charlie H.,2016-11-27 21:48:21, 338,5
aimind/bottleneck-encoder-mlp-keras-tuner-8601c5, Bottleneck encoder + MLP + Keras Tuner 8601c5,骥, 2021-02-08 09:25:41, 337,5
its7171/cv-strategy, CV Strategy, tito,2020-11-04 13:12:06, 337,5
faressayah/natural-language-processing-nlp-for-beginners,📚Natural Language Processing (NLP)🧾for Beginners,Fares Sayah, 2021-04-04 21:49:08, 337,5
